DATE,H4-AI7202-02C.PV,H4-TIC7858.PV,H4-FIQ7865.PV,H4-PDI7732.PV
1/6/21 2:21,1.7183,152.0751,1109.9958,416.855
1/6/21 2:22,1.7183,152.0829,1093.2974,443.4365
1/6/21 2:23,1.7183,152.081,1099.9309,473.3657
1/6/21 2:24,1.7183,152.1199,1096.7091,466.4463
1/6/21 2:25,1.7137,152.1685,1085.1215,461.7971
1/6/21 2:26,1.7062,152.2219,1095.1688,439.9019
1/6/21 2:27,1.7061,152.2608,1098.7827,435.1096
1/6/21 2:28,1.7061,152.2873,1087.5552,445.5458
1/6/21 2:29,1.7061,152.3001,1094.5983,453.5242
1/6/21 2:30,1.7061,152.3095,1096.3167,440.6133
1/6/21 2:31,1.7061,152.3253,1090.1231,430.7714
1/6/21 2:32,1.7061,152.3596,1097.5663,427.5589
1/6/21 2:33,1.7061,152.3525,1094.8644,433.7864
1/6/21 2:34,1.7061,152.3326,1088.2534,433.024
1/6/21 2:35,1.7159,152.3057,1096.197,422.1208
1/6/21 2:36,1.7319,152.2909,1102.5845,423.0834
1/6/21 2:37,1.7321,152.3053,1097.9642,432.3341
1/6/21 2:38,1.7321,152.3095,1096.6867,416.7825
1/6/21 2:39,1.7321,152.3051,1094.5522,410.5572
1/6/21 2:40,1.7321,152.2848,1090.4689,420.6938
1/6/21 2:41,1.7321,152.2542,1096.223,408.7633
1/6/21 2:42,1.7321,152.2471,1095.7979,391.7219
1/6/21 2:43,1.7321,152.2667,1091.2963,380.7722
1/6/21 2:44,1.7321,152.3147,1101.0297,390.8674
1/6/21 2:45,1.7251,152.3918,1098.6688,397.1358
1/6/21 2:46,1.7137,152.4783,1096.5397,392.3704
1/6/21 2:47,1.7135,152.5414,1103.586,390.1318
1/6/21 2:48,1.7135,152.6127,1105.9749,397.6541
1/6/21 2:49,1.7135,152.7464,1111.5721,403.2659
1/6/21 2:50,1.7135,153.0991,1115.0161,401.971
1/6/21 2:51,1.7135,153.7423,1112.7108,412.112
1/6/21 2:52,1.7135,154.4961,1112.9273,409.0664
1/6/21 2:53,1.7135,154.9657,1110.7032,405.3586
1/6/21 2:54,1.7135,154.4792,1099.2806,416.6995
1/6/21 2:55,1.7104,153.5974,1097.676,411.5483
1/6/21 2:56,1.7052,153.0203,1099.3539,411.7667
1/6/21 2:57,1.7052,152.6823,1098.7653,422.6599
1/6/21 2:58,1.7052,152.5618,1108.3367,438.2706
1/6/21 2:59,1.7052,152.5066,1111.615,433.0152
1/6/21 3:00,1.7052,152.4643,1101.6529,422.6122
1/6/21 3:01,1.7052,152.4057,1102.9492,429.2819
1/6/21 3:02,1.7052,152.3553,1105.6467,433.1781
1/6/21 3:03,1.7052,152.2976,1094.1558,427.9974
1/6/21 3:04,1.7052,152.2644,1101.385,435.3701
1/6/21 3:05,1.7039,152.2638,1099.62,448.1651
1/6/21 3:06,1.7017,152.271,1096.1187,452.7228
1/6/21 3:07,1.7017,152.2805,1110.7624,458.6616
1/6/21 3:08,1.7017,152.2878,1107.415,441.097
1/6/21 3:09,1.7017,152.278,1091.9548,441.6051
1/6/21 3:10,1.7017,152.2764,1095.7622,443.8249
1/6/21 3:11,1.7017,152.2865,1099.6974,445.0958
1/6/21 3:12,1.7017,152.2801,1096.844,447.5561
1/6/21 3:13,1.7017,152.2555,1104.7844,423.8011
1/6/21 3:14,1.7017,152.2156,1099.6454,419.1129
1/6/21 3:15,1.7039,152.1833,1090.0993,427.8317
1/6/21 3:16,1.7078,152.1643,1101.0305,453.3655
1/6/21 3:17,1.7079,152.1915,1097.687,460.8888
1/6/21 3:18,1.7079,152.2206,1092.4785,444.7472
1/6/21 3:19,1.7079,152.2267,1106.0744,444.5708
1/6/21 3:20,1.7079,152.1608,1102.9696,450.5951
1/6/21 3:21,1.7079,152.0851,1092.0108,455.2294
1/6/21 3:22,1.7079,152.0522,1103.2064,438.0395
1/6/21 3:23,1.7079,152.0788,1103.947,425.8322
1/6/21 3:24,1.7079,152.1445,1090.8502,423.9605
1/6/21 3:25,1.7064,152.1932,1100.0975,427.8145
1/6/21 3:26,1.704,152.2395,1097.5846,428.1848
1/6/21 3:27,1.704,152.2832,1089.6474,425.5399
1/6/21 3:28,1.704,152.3099,1098.291,431.1898
1/6/21 3:29,1.704,152.3343,1091.5389,432.8053
1/6/21 3:30,1.704,152.3357,1088.9222,426.6162
1/6/21 3:31,1.704,152.3079,1099.5303,425.5967
1/6/21 3:32,1.704,152.2679,1096.868,426.7443
1/6/21 3:33,1.704,152.2351,1093.306,427.954
1/6/21 3:34,1.704,152.2377,1105.1095,425.2434
1/6/21 3:35,1.7063,152.2594,1097.6478,437.4384
1/6/21 3:36,1.7103,152.2755,1090.1624,434.8411
1/6/21 3:37,1.7104,152.2754,1094.2128,429.0812
1/6/21 3:38,1.7104,152.2611,1093.0595,433.1726
1/6/21 3:39,1.7104,152.2775,1091.9655,438.5687
1/6/21 3:40,1.7104,152.3204,1102.8336,427.986
1/6/21 3:41,1.7104,152.3332,1093.8669,430.8611
1/6/21 3:42,1.7104,152.3208,1090.665,440.2501
1/6/21 3:43,1.7104,152.2908,1101.6327,435.9239
1/6/21 3:44,1.7104,152.272,1100.6277,427.7889
1/6/21 3:45,1.7119,152.2835,1092.6329,447.8995
1/6/21 3:46,1.7146,152.2937,1097.4868,459.8655
1/6/21 3:47,1.7146,152.2846,1096.1841,435.7251
1/6/21 3:48,1.7146,152.2623,1098.3514,423.5712
1/6/21 3:49,1.7146,152.2479,1099.9617,414.9753
1/6/21 3:50,1.7146,152.2761,1095.1069,429.6719
1/6/21 3:51,1.7146,152.3735,1089.968,452.7785
1/6/21 3:52,1.7146,152.4799,1099.6589,434.8712
1/6/21 3:53,1.7146,152.5985,1096.0793,431.5163
1/6/21 3:54,1.7146,152.735,1085.096,432.0292
1/6/21 3:55,1.7224,152.9158,1095.0122,425.1933
1/6/21 3:56,1.7359,153.1983,1099.0056,434.8064
1/6/21 3:57,1.7362,153.5914,1090.1419,434.6166
1/6/21 3:58,1.7362,153.9058,1093.8726,435.886
1/6/21 3:59,1.7362,154.1005,1091.1479,450.6332
1/6/21 4:00,1.7362,154.2777,1083.2421,457.6644
1/6/21 4:01,1.7362,154.2913,1095.3855,420.927
1/6/21 4:02,1.7362,153.8649,1093.3434,431.6348
1/6/21 4:03,1.7362,153.4376,1086.124,450.7056
1/6/21 4:04,1.7362,153.1183,1092.3154,439.6771
1/6/21 4:05,1.7269,152.8894,1089.9372,421.222
1/6/21 4:06,1.7107,152.7247,1087.4011,435.6211
1/6/21 4:07,1.7104,152.6174,1096.8903,441.1842
1/6/21 4:08,1.7104,152.5608,1103.3526,410.5183
1/6/21 4:09,1.7104,152.5218,1095.7202,424.8388
1/6/21 4:10,1.7104,152.4564,1094.4707,441.925
1/6/21 4:11,1.7104,152.3665,1095.5178,431.9096
1/6/21 4:12,1.7104,152.3094,1092.0491,429.5133
1/6/21 4:13,1.7104,152.2889,1094.2814,432.6367
1/6/21 4:14,1.7104,152.3197,1090.6404,434.0819
1/6/21 4:15,1.7316,152.3413,1089.643,439.5901
1/6/21 4:16,1.7691,152.3188,1096.8407,443.2113
1/6/21 4:17,1.7698,152.2693,1091.0536,456.5546
1/6/21 4:18,1.7698,152.2281,1088.4925,457.883
1/6/21 4:19,1.7698,152.2094,1091.8207,447.1897
1/6/21 4:20,1.7698,152.1974,1089.3135,433.8507
1/6/21 4:21,1.7698,152.1673,1086.8206,437.3048
1/6/21 4:22,1.7698,152.1285,1095.4753,442.6668
1/6/21 4:23,1.7698,152.1082,1094.6846,440.1125
1/6/21 4:24,1.7698,152.1512,1093.0298,456.3008
1/6/21 4:25,1.7434,152.2266,1097.1431,459.7989
1/6/21 4:26,1.6965,152.3061,1093.3982,452.0411
1/6/21 4:27,1.6956,152.3025,1085.8657,448.5793
1/6/21 4:28,1.6956,152.2563,1096.5872,442.749
1/6/21 4:29,1.6956,152.239,1095.4859,451.2543
1/6/21 4:30,1.6956,152.2658,1091.8074,424.8599
1/6/21 4:31,1.6956,152.2868,1097.2902,426.4712
1/6/21 4:32,1.6956,152.275,1091.2201,434.6471
1/6/21 4:33,1.6956,152.2513,1091.3171,432.1047
1/6/21 4:34,1.6956,152.2307,1095.8403,433.0413
1/6/21 4:35,1.7037,152.2161,1090.5201,442.7843
1/6/21 4:36,1.7182,152.2134,1088.0469,442.3795
1/6/21 4:37,1.7185,152.2181,1093.7534,443.734
1/6/21 4:38,1.7185,152.2129,1090.1995,454.7712
1/6/21 4:39,1.7185,152.2051,1095.7452,453.7387
1/6/21 4:40,1.7185,152.1922,1095.3116,437.0676
1/6/21 4:41,1.7185,152.2211,1083.7613,450.4813
1/6/21 4:42,1.7185,152.2589,1093.2619,444.2665
1/6/21 4:43,1.7185,152.2598,1104.5724,431.372
1/6/21 4:44,1.7185,152.2312,1089.5224,447.5418
1/6/21 4:45,1.7098,152.204,1091.1009,433.8633
1/6/21 4:46,1.6942,152.2181,1099.2115,429.9521
1/6/21 4:47,1.6939,152.2445,1087.5483,444.6465
1/6/21 4:48,1.6939,152.2515,1096.2044,439.2611
1/6/21 4:49,1.6939,152.2332,1097.9462,424.9811
1/6/21 4:50,1.6939,152.1919,1087.693,429.6241
1/6/21 4:51,1.6939,152.145,1093.6727,441.3413
1/6/21 4:52,1.6939,152.1138,1093.2954,428.6655
1/6/21 4:53,1.6939,152.106,1087.7562,413.9344
1/6/21 4:54,1.6939,152.1509,1095.8376,423.8751
1/6/21 4:55,1.7046,152.2252,1092.5983,414.5462
1/6/21 4:56,1.7241,152.2651,1086.9642,405.497
1/6/21 4:57,1.7245,152.277,1090.9047,411.3078
1/6/21 4:58,1.7245,152.2943,1096.861,403.2543
1/6/21 4:59,1.7245,152.3122,1090.0986,398.4447
1/6/21 5:00,1.7245,152.3108,1097.6704,418.2031
1/6/21 5:01,1.7245,152.2724,1107.4268,420.067
1/6/21 5:02,1.7245,152.2313,1098.3382,406.7231
1/6/21 5:03,1.7245,152.2034,1094.0505,399.7068
1/6/21 5:04,1.7245,152.2113,1097.9558,396.7655
1/6/21 5:05,1.7224,152.2458,1102.1932,399.2942
1/6/21 5:06,1.7187,152.2688,1105.077,394.1313
1/6/21 5:07,1.7186,152.2844,1094.928,400.2396
1/6/21 5:08,1.7186,152.306,1088.5721,400.6424
1/6/21 5:09,1.7186,152.3273,1096.5824,411.5223
1/6/21 5:10,1.7186,152.3699,1104.4946,416.4903
1/6/21 5:11,1.7186,152.3975,1104.0814,416.416
1/6/21 5:12,1.7186,152.434,1110.5113,409.7661
1/6/21 5:13,1.7186,152.4113,1099.1814,413.942
1/6/21 5:14,1.7186,152.369,1090.5316,399.6326
1/6/21 5:15,1.7241,152.3378,1110.1477,423.2543
1/6/21 5:16,1.7341,152.3445,1102.1616,455.6573
1/6/21 5:17,1.7343,152.4136,1087.3849,457.4913
1/6/21 5:18,1.7343,152.4883,1098.5621,428.0044
1/6/21 5:19,1.7343,152.6463,1100.6672,420.3968
1/6/21 5:20,1.7343,152.9662,1097.0217,433.9492
1/6/21 5:21,1.7343,153.3436,1108.5568,441.7321
1/6/21 5:22,1.7343,153.8173,1100.058,438.4432
1/6/21 5:23,1.7343,154.4889,1084.9804,450.9793
1/6/21 5:24,1.7343,154.9788,1099.4146,435.2293
1/6/21 5:25,1.7255,154.7885,1094.2519,448.8686
1/6/21 5:26,1.7096,153.7931,1090.9137,455.6544
1/6/21 5:27,1.7093,153.2101,1101.3766,434.5261
1/6/21 5:28,1.7093,152.91,1092.6646,444.8756
1/6/21 5:29,1.7093,152.7451,1087.659,470.3458
1/6/21 5:30,1.7093,152.6174,1102.1239,476.8895
1/6/21 5:31,1.7093,152.5382,1101.0851,439.2252
1/6/21 5:32,1.7093,152.4939,1086.3202,444.9669
1/6/21 5:33,1.7093,152.4643,1093.9026,435.2084
1/6/21 5:34,1.7093,152.4283,1091.7628,435.5223
1/6/21 5:35,1.7028,152.3663,1083.3863,456.9546
1/6/21 5:36,1.6909,152.2935,1098.9969,454.0732
1/6/21 5:37,1.6906,152.2511,1095.0568,436.3816
1/6/21 5:38,1.6906,152.2442,1087.1337,424.8976
1/6/21 5:39,1.6906,152.2484,1097.0798,431.1936
1/6/21 5:40,1.6906,152.2541,1091.3135,450.3681
1/6/21 5:41,1.6906,152.2589,1088.6214,444.8389
1/6/21 5:42,1.6906,152.2375,1095.2998,445.318
1/6/21 5:43,1.6906,152.2319,1092.1681,438.1853
1/6/21 5:44,1.6906,152.2554,1090.7604,449.656
1/6/21 5:45,1.7163,152.2662,1095.9908,461.1187
1/6/21 5:46,1.7635,152.2745,1093.3415,439.1697
1/6/21 5:47,1.7645,152.2378,1092.1958,429.5489
1/6/21 5:48,1.7645,152.1702,1103.47,419.6739
1/6/21 5:49,1.7645,152.1505,1091.6018,430.3372
1/6/21 5:50,1.7645,152.1407,1094.7683,437.987
1/6/21 5:51,1.7645,152.1176,1103.4849,441.1596
1/6/21 5:52,1.7645,152.0948,1090.993,442.7089
1/6/21 5:53,1.7645,152.0753,1090.4428,435.8845
1/6/21 5:54,1.7645,152.0999,1098.5369,438.2792
1/6/21 5:55,1.7466,152.1639,1092.5608,440.3453
1/6/21 5:56,1.7138,152.2332,1094.0496,444.8039
1/6/21 5:57,1.7131,152.2549,1102.7359,435.2566
1/6/21 5:58,1.7131,152.2276,1092.3219,435.2154
1/6/21 5:59,1.7131,152.2161,1091.1941,442.1158
1/6/21 6:00,1.7131,152.2253,1102.0824,438.1973
1/6/21 6:01,1.7131,152.2126,1097.1251,444.4487
1/6/21 6:02,1.7131,152.1948,1092.2027,427.503
1/6/21 6:03,1.7131,152.1892,1104.3399,435.5599
1/6/21 6:04,1.7131,152.188,1094.1106,427.2061
1/6/21 6:05,1.7103,152.1853,1091.8565,394.558
1/6/21 6:06,1.7052,152.1982,1098.9703,441.5193
1/6/21 6:07,1.7051,152.2376,1091.348,446.0802
1/6/21 6:08,1.7051,152.294,1093.7325,464.5812
1/6/21 6:09,1.7051,152.3261,1108.9355,466.4198
1/6/21 6:10,1.7051,152.3194,1099.8382,459.1704
1/6/21 6:11,1.7051,152.2856,1087.0593,463.6855
1/6/21 6:12,1.7051,152.256,1099.4485,444.3937
1/6/21 6:13,1.7051,152.26,1096.5816,433.0375
1/6/21 6:14,1.7051,152.2779,1095.622,436.2654
1/6/21 6:15,1.7185,152.3026,1101.3083,449.1924
1/6/21 6:16,1.7433,152.333,1094.9484,454.43
1/6/21 6:17,1.7439,152.3292,1092.3154,462.5588
1/6/21 6:18,1.7439,152.2974,1093.9133,456.2804
1/6/21 6:19,1.7439,152.2798,1087.9456,445.3782
1/6/21 6:20,1.7439,152.2626,1091.3368,440.2174
1/6/21 6:21,1.7439,152.2327,1102.0392,434.029
1/6/21 6:22,1.7439,152.1888,1091.8699,446.3673
1/6/21 6:23,1.7439,152.1751,1093.1847,430.7659
1/6/21 6:24,1.7439,152.21,1098.0084,398.0852
1/6/21 6:25,1.7409,152.2783,1089.2558,448.2565
1/6/21 6:26,1.7352,152.3476,1092.6957,454.7437
1/6/21 6:27,1.7351,152.4012,1100.2015,450.0599
1/6/21 6:28,1.7351,152.4407,1092.6138,451.139
1/6/21 6:29,1.7351,152.4731,1095.4445,439.8591
1/6/21 6:30,1.7351,152.4923,1102.0998,421.4783
1/6/21 6:31,1.7351,152.4693,1090.8249,435.2337
1/6/21 6:32,1.7351,152.4464,1096.0869,455.857
1/6/21 6:33,1.7351,152.4713,1099.5754,441.914
1/6/21 6:34,1.7351,152.5347,1085.4978,425.8853
1/6/21 6:35,1.7364,152.5871,1095.7214,442.7576
1/6/21 6:36,1.7389,152.6038,1102.1002,451.32
1/6/21 6:37,1.739,152.6601,1098.6321,454.548
1/6/21 6:38,1.739,152.7726,1094.7298,429.2525
1/6/21 6:39,1.739,152.952,1095.2728,415.3147
1/6/21 6:40,1.739,153.3792,1084.5102,410.346
1/6/21 6:41,1.739,154.0263,1090.0543,426.5205
1/6/21 6:42,1.739,154.5953,1094.7761,428.6231
1/6/21 6:43,1.739,155.0396,1086.4928,402.05
1/6/21 6:44,1.739,154.6426,1090.2251,399.4561
1/6/21 6:45,1.7278,153.5949,1092.1972,373.748
1/6/21 6:46,1.7068,153.0513,1084.8612,366.4569
1/6/21 6:47,1.7063,152.7118,1090.1111,410.3728
1/6/21 6:48,1.7063,152.4743,1092.1075,392.0625
1/6/21 6:49,1.7063,152.3438,1084.0796,404.3319
1/6/21 6:50,1.7063,152.2992,1089.6641,402.0186
1/6/21 6:51,1.7063,152.2909,1094.6901,401.4599
1/6/21 6:52,1.7063,152.2788,1100.7702,406.9587
1/6/21 6:53,1.7063,152.2631,1105.1178,412.2936
1/6/21 6:54,1.7063,152.2923,1102.9907,411.5441
1/6/21 6:55,1.7063,152.3579,1093.7481,401.6121
1/6/21 6:56,1.7063,152.3893,1095.9339,388.8449
1/6/21 6:57,1.7063,152.3631,1106.0056,415.5077
1/6/21 6:58,1.7063,152.3259,1100.3949,428.3399
1/6/21 6:59,1.7063,152.2712,1092.191,422.3071
1/6/21 7:00,1.7063,152.21,1094.8567,422.2533
1/6/21 7:01,1.7063,152.184,1101.8296,431.8711
1/6/21 7:02,1.7063,152.2031,1105.8158,428.4845
1/6/21 7:03,1.7063,152.2467,1099.1662,420.8849
1/6/21 7:04,1.7063,152.2536,1088.4952,426.8823
1/6/21 7:05,1.7152,152.2397,1093.5699,439.9895
1/6/21 7:06,1.7322,152.2327,1095.9371,439.0038
1/6/21 7:07,1.7326,152.2485,1088.5044,442.573
1/6/21 7:08,1.7326,152.2636,1100.8604,435.442
1/6/21 7:09,1.7326,152.2351,1100.1637,434.214
1/6/21 7:10,1.7326,152.1827,1085.7427,428.4829
1/6/21 7:11,1.7326,152.1533,1098.4705,443.9327
1/6/21 7:12,1.7326,152.1542,1106.7288,438.7718
1/6/21 7:13,1.7326,152.2055,1092.9456,445.6775
1/6/21 7:14,1.7326,152.2218,1094.7869,450.561
1/6/21 7:15,1.727,152.2205,1097.4495,458.8497
1/6/21 7:16,1.7162,152.2069,1089.972,447.8011
1/6/21 7:17,1.7159,152.1749,1096.6049,429.912
1/6/21 7:18,1.7159,152.1339,1096.2428,431.166
1/6/21 7:19,1.7159,152.0924,1088.0812,429.9795
1/6/21 7:20,1.7159,152.0532,1096.0064,425.3523
1/6/21 7:21,1.7159,152.0057,1095.0571,427.2137
1/6/21 7:22,1.7159,151.9996,1089.3205,427.1913
1/6/21 7:23,1.7159,152.0364,1095.0728,431.0238
1/6/21 7:24,1.7159,152.1195,1092.1325,441.5855
1/6/21 7:25,1.7272,152.2047,1087.2494,448.6656
1/6/21 7:26,1.7488,152.2725,1098.9209,434.3652
1/6/21 7:27,1.7493,152.3152,1090.102,444.8157
1/6/21 7:28,1.7493,152.3174,1078.3486,449.6117
1/6/21 7:29,1.7493,152.291,1094.7254,444.4317
1/6/21 7:30,1.7493,152.2885,1088.7118,432.1867
1/6/21 7:31,1.7493,152.3087,1081.5622,455.5042
1/6/21 7:32,1.7493,152.3356,1092.6967,450.5871
